col-coord,row-coord,isTower,filename,h_params,s_params,v_params,r_params,g_params,b_params,dissimilarity_params,contrast_params,homogeneity_params,ASM_params,energy_params,correlation_params
595,517,Yes,IMG_4072.JPG,0.1444444444444445,0.06849315068493139,0.8588235294117647,219,217,204,"[[273 285]
 [293 256]
 [259 195]]","[[ 953  979]
 [1121  866]
 [1113  673]]","[[69.9522441  64.91177437]
 [42.98958298 45.75673719]
 [30.51643384 36.0700916 ]]","[[1198  852]
 [ 882  586]
 [ 602  450]]","[[34.6121366  29.18903904]
 [29.69848481 24.20743687]
 [24.53568829 21.21320344]]","[[1.         1.        ]
 [1.         1.        ]
 [0.99999999 0.99999999]]"
618,631,Yes,IMG_4072.JPG,0.1444444444444442,0.06787330316742082,0.8666666666666667,221,219,206,"[[146 151]
 [180 119]
 [168  82]]","[[280 261]
 [442 205]
 [452 144]]","[[94.11764706 89.21764706]
 [60.99457014 75.1       ]
 [40.62986425 63.2       ]]","[[2020 1508]
 [1382 1118]
 [ 838  820]]","[[44.94441011 38.83297568]
 [37.17526059 33.43650699]
 [28.94822965 28.63564213]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
550,87,Yes,IMG_4072.JPG,0.10897435897435896,0.456140350877193,0.2235294117647059,57,48,31,"[[396 156]
 [475 153]
 [405 123]]","[[1500  420]
 [2613  413]
 [2429  349]]","[[42.16783661 98.22237985]
 [24.2126142  72.25734377]
 [19.02933584 55.52509478]]","[[ 768 1140]
 [ 552  652]
 [ 646  406]]","[[27.71281292 33.76388603]
 [23.49468025 25.53429067]
 [25.41653005 20.14944168]]","[[0.99999991 0.99999997]
 [0.99999975 0.99999995]
 [0.99999968 0.99999991]]"
545,45,Yes,IMG_4072.JPG,0.0980392156862745,0.33333333333333337,0.2,51,44,34,"[[444 186]
 [343 209]
 [303 185]]","[[2056  360]
 [2051  483]
 [1599  521]]","[[41.13047789 77.97647059]
 [46.28473262 47.77058824]
 [25.23376949 36.12443439]]","[[780 864]
 [580 636]
 [374 352]]","[[27.92848009 29.39387691]
 [24.08318916 25.21904043]
 [19.33907961 18.76166304]]","[[0.99999988 0.99999997]
 [0.99999982 0.99999994]
 [0.99999977 0.99999986]]"
533,74,Yes,IMG_4072.JPG,0.0888888888888889,0.27777777777777773,0.21176470588235294,54,47,39,"[[976 236]
 [840 254]
 [595 223]]","[[9650  708]
 [7846  872]
 [5417  813]]","[[24.37870989 76.98177816]
 [13.83138844 49.36711263]
 [12.36540774 33.35356977]]","[[350 626]
 [326 416]
 [208 258]]","[[18.70828693 25.01999201]
 [18.05547009 20.39607805]
 [14.4222051  16.0623784 ]]","[[0.99999937 0.99999995]
 [0.99999915 0.99999989]
 [0.99999948 0.99999979]]"
545,137,Yes,IMG_4072.JPG,0.10416666666666664,0.4363636363636364,0.21568627450980393,55,46,31,"[[338 149]
 [371 164]
 [357 131]]","[[1154  283]
 [1671  370]
 [1931  323]]","[[52.66394521 92.61764706]
 [37.61938364 63.8561086 ]
 [26.81064193 50.49457014]]","[[1130 1134]
 [ 772  682]
 [ 550  532]]","[[33.61547263 33.67491648]
 [27.78488798 26.11512971]
 [23.4520788  23.06512519]]","[[0.99999994 0.99999998]
 [0.9999999  0.99999996]
 [0.99999982 0.99999992]]"
433,446,Yes,IMG_4072.JPG,0.19999999999999987,0.0549450549450549,0.3568627450980392,90,91,86,"[[580 669]
 [670 650]
 [558 446]]","[[4114 5159]
 [6402 6566]
 [6748 5520]]","[[39.14602057 33.26427206]
 [22.28173368 22.88623773]
 [15.92344524 25.38099319]]","[[318 340]
 [256 246]
 [168 172]]","[[17.8325545  18.43908891]
 [16.         15.68438714]
 [12.9614814  13.11487705]]","[[0.99999993 0.99999991]
 [0.9999998  0.99999979]
 [0.99999954 0.99999962]]"
218,423,No,IMG_4072.JPG,0.5857843137254902,0.32535885167464107,0.8196078431372549,141,174,209,"[[ 6 39]
 [ 6 65]
 [ 6 78]]","[[ 6 39]
 [ 6 65]
 [ 6 78]]","[[151.  134.5]
 [123.   93.5]
 [ 95.   59. ]]","[[11380  8818]
 [ 7524  6698]
 [ 4468  6484]]","[[106.67708282  93.90420651]
 [ 86.74099377  81.84130986]
 [ 66.84309987  80.52328856]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
170,496,No,IMG_4072.JPG,0.5857843137254902,0.3222748815165876,0.8274509803921568,143,176,211,"[[28 18]
 [42 30]
 [42 42]]","[[42 24]
 [56 40]
 [56 56]]","[[141.4 145.6]
 [106.4 112. ]
 [ 78.4  78.4]]","[[14602 14586]
 [ 9114  8774]
 [ 4802  4802]]","[[120.83873551 120.77251343]
 [ 95.46727188  93.66963222]
 [ 69.29646456  69.29646456]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
234,444,No,IMG_4072.JPG,0.5909090909090908,0.3142857142857143,0.8235294117647058,144,174,210,"[[12 18]
 [18 18]
 [18 18]]","[[12 18]
 [18 18]
 [18 18]]","[[148. 145.]
 [117. 117.]
 [ 89.  89.]]","[[18622 18820]
 [11898 11988]
 [ 6634  6724]]","[[136.46244905 137.18600512]
 [109.07795378 109.48972555]
 [ 81.44937078  82.        ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
635,289,No,IMG_4072.JPG,0.5904761904761905,0.33816425120772947,0.8117647058823529,137,169,207,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
646,398,No,IMG_4072.JPG,0.5904761904761905,0.3349282296650718,0.8196078431372549,139,171,209,"[[ 8 11]
 [ 5 11]
 [ 5 11]]","[[12 11]
 [ 7 11]
 [ 7 11]]","[[150.4 148.5]
 [123.7 120.5]
 [ 95.7  92.5]]","[[20484 20550]
 [13720 13326]
 [ 8296  7670]]","[[143.1223253  143.35271187]
 [117.13240371 115.43829521]
 [ 91.08238029  87.57853618]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
654,448,No,IMG_4072.JPG,0.5857843137254902,0.32692307692307687,0.8156862745098039,140,173,208,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
418,573,No,IMG_4072.JPG,0.5948717948717949,0.30516431924882625,0.8352941176470589,148,176,213,"[[30 38]
 [36 48]
 [28 48]]","[[38 44]
 [36 56]
 [28 56]]","[[139.8 135.6]
 [108.  102.8]
 [ 84.   74.8]]","[[12292 12782]
 [ 6844  7796]
 [ 4564  3988]]","[[110.86929241 113.05750749]
 [ 82.72847152  88.29496022]
 [ 67.55738302  63.15061362]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
349,609,No,IMG_4072.JPG,0.5932203389830509,0.2809523809523809,0.8235294117647058,151,177,210,"[[24 30]
 [32 50]
 [32 60]]","[[24 30]
 [32 50]
 [32 60]]","[[142. 139.]
 [110. 101.]
 [ 82.  68.]]","[[9188 8876]
 [5540 5516]
 [3364 4484]]","[[95.85405573 94.21252571]
 [74.43117626 74.26977851]
 [58.         66.96267617]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
341,640,No,IMG_4072.JPG,0.5874316939890711,0.28909952606635064,0.8274509803921568,150,179,211,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
366,648,No,IMG_4072.JPG,0.5874316939890711,0.28909952606635064,0.8274509803921568,150,179,211,"[[7 3]
 [7 5]
 [7 7]]","[[7 3]
 [7 5]
 [7 7]]","[[150.5 152.5]
 [122.5 123.5]
 [ 94.5  94.5]]","[[21658 21634]
 [14210 14190]
 [ 8330  8330]]","[[147.16657229 147.08500943]
 [119.20570456 119.12178642]
 [ 91.26883367  91.26883367]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
399,646,No,IMG_4072.JPG,0.5874316939890711,0.28909952606635064,0.8274509803921568,150,179,211,"[[ 80  44]
 [108  32]
 [100  32]]","[[122  96]
 [178  44]
 [156  44]]","[[118.2        136.91764706]
 [ 79.         111.2       ]
 [ 53.17647059  83.2       ]]","[[5458 8322]
 [4512 5250]
 [4856 2882]]","[[73.87827827 91.22499657]
 [67.17142249 72.45688373]
 [69.68500556 53.68426213]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
422,609,No,IMG_4072.JPG,0.5874316939890711,0.2904761904761904,0.8235294117647058,149,178,210,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
280,218,No,IMG_4072.JPG,0.5904761904761905,0.34146341463414637,0.803921568627451,135,167,205,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
316,252,No,IMG_4072.JPG,0.5904761904761905,0.34146341463414637,0.803921568627451,135,167,205,"[[33 75]
 [33 75]
 [33 75]]","[[33 75]
 [33 75]
 [33 75]]","[[137.5 116.5]
 [109.5  88.5]
 [ 81.5  60.5]]","[[8002 6454]
 [4986 4266]
 [2770 3118]]","[[89.45389874 80.33679107]
 [70.61161378 65.31462317]
 [52.63078947 55.83905443]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
333,262,No,IMG_4072.JPG,0.5904761904761905,0.33980582524271846,0.807843137254902,136,168,206,"[[18 10]
 [14 14]
 [14 14]]","[[28 10]
 [14 14]
 [14 14]]","[[146. 149.]
 [119. 119.]
 [ 91.  91.]]","[[19690 19642]
 [12650 12610]
 [ 7162  7122]]","[[140.32106043 140.14991973]
 [112.47221879 112.29425631]
 [ 84.62860037  84.39194274]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
362,289,No,IMG_4072.JPG,0.5904761904761905,0.33816425120772947,0.8117647058823529,137,169,207,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
391,308,No,IMG_4072.JPG,0.5904761904761905,0.33653846153846156,0.8156862745098039,138,170,208,"[[24 82]
 [32 82]
 [32 82]]","[[34 98]
 [58 98]
 [68 98]]","[[143.         114.6       ]
 [112.6         86.6       ]
 [ 85.45882353  58.6       ]]","[[9854 8574]
 [6228 4878]
 [3752 2750]]","[[99.26731587 92.59589624]
 [78.91767863 69.84268036]
 [61.25357132 52.44044241]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
406,323,No,IMG_4072.JPG,0.5904761904761905,0.33653846153846156,0.8156862745098039,138,170,208,"[[40 73]
 [46 88]
 [38 88]]","[[ 48 101]
 [ 46 122]
 [ 38 122]]","[[134.8 120.3]
 [103.   85.4]
 [ 79.   57.4]]","[[7146 5496]
 [4470 3790]
 [2850 2342]]","[[84.53401682 74.13501197]
 [66.8580586  61.56297589]
 [53.38539126 48.39421453]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
387,104,No,IMG_4072.JPG,0.5879629629629629,0.35467980295566504,0.796078431372549,131,165,203,"[[15 62]
 [20 80]
 [20 88]]","[[ 15  82]
 [ 20 120]
 [ 20 128]]","[[146.5 125. ]
 [116.   90. ]
 [ 88.   58. ]]","[[10646  8876]
 [ 6716  5428]
 [ 3804  3604]]","[[103.17945532  94.21252571]
 [ 81.95120499  73.67496183]
 [ 61.67657578  60.03332408]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
362,74,No,IMG_4072.JPG,0.5879629629629629,0.35467980295566504,0.796078431372549,131,165,203,"[[24 20]
 [40 30]
 [40 30]]","[[24 20]
 [40 30]
 [40 30]]","[[142. 144.]
 [106. 111.]
 [ 78.  83.]]","[[13828 12756]
 [ 8996  7436]
 [ 4964  4644]]","[[117.59251677 112.94246323]
 [ 94.84724561  86.23224455]
 [ 70.45565982  68.14690015]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
435,22,No,IMG_4072.JPG,0.5915492957746479,0.3497536945812807,0.796078431372549,132,164,203,"[[18 20]
 [18 24]
 [18 24]]","[[18 20]
 [18 24]
 [18 24]]","[[145. 144.]
 [117. 114.]
 [ 89.  86.]]","[[16470 15804]
 [10510  9740]
 [ 5910  5676]]","[[128.33549782 125.71396104]
 [102.51829105  98.69143833]
 [ 76.87652438  75.33923281]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
439,62,No,IMG_4072.JPG,0.5915492957746479,0.3497536945812807,0.796078431372549,132,164,203,"[[39  8]
 [65  8]
 [78  8]]","[[39  8]
 [65  8]
 [78  8]]","[[134.5 150. ]
 [ 93.5 122. ]
 [ 59.   94. ]]","[[ 8246 10820]
 [ 6230  7076]
 [ 6302  4132]]","[[ 90.80748868 104.01922899]
 [ 78.93034904  84.11896338]
 [ 79.38513715  64.28063472]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
435,110,No,IMG_4072.JPG,0.5879629629629629,0.3529411764705882,0.8,132,166,204,"[[20 14]
 [12 14]
 [10 14]]","[[46 22]
 [28 22]
 [24 22]]","[[146.45882353 147.8       ]
 [121.6        119.8       ]
 [ 94.25882353  91.8       ]]","[[20462 20762]
 [14168 13482]
 [ 8294  7770]]","[[143.04544732 144.0902495 ]
 [119.02940813 116.11201488]
 [ 91.07140056  88.14760348]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
439,162,No,IMG_4072.JPG,0.5904761904761905,0.3431372549019608,0.8,134,166,204,"[[67 48]
 [85 80]
 [94 80]]","[[ 87 108]
 [105 180]
 [114 180]]","[[122.5 136. ]
 [ 85.5  96. ]
 [ 53.   68. ]]","[[5188 7500]
 [3490 4540]
 [3522 2620]]","[[72.02777242 86.60254038]
 [59.07622195 67.37952211]
 [59.3464405  51.18593557]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
439,177,No,IMG_4072.JPG,0.5904761904761905,0.34146341463414637,0.803921568627451,135,167,205,"[[18 24]
 [30 40]
 [36 48]]","[[18 24]
 [30 40]
 [36 48]]","[[145. 142.]
 [111. 106.]
 [ 80.  74.]]","[[12460 12388]
 [ 7308  7748]
 [ 4468  4804]]","[[111.6243701  111.30139262]
 [ 85.48684109  88.02272434]
 [ 66.84309987  69.3108938 ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
422,154,No,IMG_4072.JPG,0.5915492957746479,0.3463414634146341,0.803921568627451,134,166,205,"[[44 49]
 [55 56]
 [55 47]]","[[72 69]
 [85 94]
 [85 97]]","[[134.8 131.5]
 [101.5 101.8]
 [ 73.5  79.5]]","[[13300 12196]
 [ 7946  7930]
 [ 3914  5042]]","[[115.32562595 110.43550154]
 [ 89.14033879  89.05054744]
 [ 62.56196928  71.0070419 ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
347,76,No,IMG_4072.JPG,0.5879629629629629,0.35467980295566504,0.796078431372549,131,165,203,"[[16 12]
 [16 12]
 [16 12]]","[[16 12]
 [16 12]
 [16 12]]","[[146. 148.]
 [118. 120.]
 [ 90.  92.]]","[[19300 17596]
 [12356 11772]
 [ 6980  7132]]","[[138.92443989 132.64991519]
 [111.15754585 108.49884792]
 [ 83.5463943   84.45116932]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
368,39,No,IMG_4072.JPG,0.5915492957746479,0.3463414634146341,0.803921568627451,134,166,205,"[[56 60]
 [44 60]
 [40 40]]","[[124  84]
 [ 72 116]
 [ 52  84]]","[[132.51764706 126.4       ]
 [106.8        101.6       ]
 [ 79.2         81.97647059]]","[[14072 11638]
 [ 8332  7956]
 [ 4506  5254]]","[[118.62546101 107.87956248]
 [ 91.27978966  89.19641248]
 [ 67.12674579  72.4844811 ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
923,116,No,IMG_4072.JPG,0.5915492957746479,0.3480392156862745,0.8,133,165,204,"[[ 0 42]
 [ 0 42]
 [ 0 42]]","[[ 0 42]
 [ 0 42]
 [ 0 42]]","[[154. 133.]
 [126. 105.]
 [ 98.  77.]]","[[15730 14308]
 [10530  8820]
 [ 6370  4900]]","[[125.41929676 119.61605243]
 [102.61578826  93.91485505]
 [ 79.81227976  70.        ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
942,133,No,IMG_4072.JPG,0.5923423423423424,0.35922330097087374,0.807843137254902,132,165,206,"[[36 18]
 [60 18]
 [60 18]]","[[36 18]
 [60 18]
 [60 18]]","[[136. 145.]
 [ 96. 117.]
 [ 68.  89.]]","[[8596 9910]
 [6228 6318]
 [4372 3574]]","[[92.71461589 99.54898292]
 [78.91767863 79.4858478 ]
 [66.12110102 59.78294071]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
975,206,No,IMG_4072.JPG,0.5879629629629629,0.35121951219512193,0.803921568627451,133,167,205,"[[73 94]
 [71 94]
 [66 62]]","[[ 93 146]
 [ 83 126]
 [ 74  70]]","[[119.5 112.2]
 [ 91.7  82.2]
 [ 65.8  67.8]]","[[5994 5996]
 [3654 3596]
 [2348 2380]]","[[77.4209274  77.43384273]
 [60.44832504 59.9666574 ]
 [48.45616576 48.78524367]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
979,275,No,IMG_4072.JPG,0.5879629629629629,0.34951456310679613,0.807843137254902,134,168,206,"[[55 98]
 [66 80]
 [66 72]]","[[ 55 106]
 [ 66 104]
 [ 66  80]]","[[126.5 105.8]
 [ 93.   88.4]
 [ 65.   62.8]]","[[6396 5004]
 [3806 3764]
 [2374 2292]]","[[79.97499609 70.73895674]
 [61.69278726 61.3514466 ]
 [48.72371086 47.87483681]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
971,316,No,IMG_4072.JPG,0.5915492957746479,0.34299516908212563,0.8117647058823529,136,168,207,"[[9 9]
 [9 9]
 [9 9]]","[[15 15]
 [15 15]
 [15 15]]","[[150.1 150.1]
 [122.1 122.1]
 [ 94.1  94.1]]","[[21922 21922]
 [14418 14418]
 [ 8482  8482]]","[[148.06079832 148.06079832]
 [120.07497658 120.07497658]
 [ 92.09777413  92.09777413]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
925,377,No,IMG_4072.JPG,0.5904761904761905,0.33816425120772947,0.8117647058823529,137,169,207,"[[8 3]
 [8 5]
 [8 6]]","[[8 3]
 [8 5]
 [8 6]]","[[150.  152.5]
 [122.  123.5]
 [ 94.   95. ]]","[[21380 21350]
 [13988 13958]
 [ 8164  8318]]","[[146.21901381 146.11639196]
 [118.27087554 118.14397996]
 [ 90.35485598  91.20307012]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
919,450,No,IMG_4072.JPG,0.5904761904761905,0.3349282296650718,0.8196078431372549,139,171,209,"[[ 7 46]
 [ 5 74]
 [ 2 74]]","[[11 46]
 [ 5 74]
 [ 2 74]]","[[150.9 131. ]
 [123.5  89. ]
 [ 97.   61. ]]","[[11866  8956]
 [ 7810  7612]
 [ 4830  5484]]","[[108.93117093  94.63614531]
 [ 88.37420438  87.24677644]
 [ 69.49820142  74.05403433]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
927,462,No,IMG_4072.JPG,0.5904761904761905,0.3349282296650718,0.8196078431372549,139,171,209,"[[ 0 70]
 [ 0 42]
 [ 0 42]]","[[ 0 70]
 [ 0 42]
 [ 0 42]]","[[154. 119.]
 [126. 105.]
 [ 98.  77.]]","[[15730  9604]
 [10530  8820]
 [ 6370  4900]]","[[125.41929676  98.        ]
 [102.61578826  93.91485505]
 [ 79.81227976  70.        ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
959,510,No,IMG_4072.JPG,0.5904761904761905,0.33333333333333326,0.8235294117647058,140,172,210,"[[59 30]
 [65 46]
 [58 46]]","[[79 42]
 [65 66]
 [58 66]]","[[126.5 140.2]
 [ 93.5 105. ]
 [ 69.   77. ]]","[[6458 8364]
 [4498 4844]
 [3204 2748]]","[[80.36168241 91.45490692]
 [67.06713055 69.59885057]
 [56.60388679 52.42136969]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
940,527,No,IMG_4072.JPG,0.5857843137254902,0.32535885167464107,0.8196078431372549,141,174,209,"[[42 18]
 [42 30]
 [42 36]]","[[42 18]
 [42 30]
 [42 36]]","[[133. 145.]
 [105. 111.]
 [ 77.  80.]]","[[13444 13012]
 [ 7956  7596]
 [ 4036  4138]]","[[115.94826433 114.07015385]
 [ 89.19641248  87.15503428]
 [ 63.5295207   64.32728814]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
923,546,No,IMG_4072.JPG,0.5857843137254902,0.32692307692307687,0.8156862745098039,140,173,208,"[[126  56]
 [116  80]
 [ 68  80]]","[[174  90]
 [164 122]
 [ 68 122]]","[[ 95.8 129.4]
 [ 72.8  90.2]
 [ 64.   62.2]]","[[3448 5364]
 [2066 2488]
 [2002 1428]]","[[58.71967302 73.23933369]
 [45.45327271 49.87985565]
 [44.74371464 37.78888726]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
965,577,No,IMG_4072.JPG,0.5909090909090908,0.3142857142857143,0.8235294117647058,144,174,210,"[[ 83  79]
 [ 70 113]
 [ 58 122]]","[[115 105]
 [116 187]
 [102 214]]","[[115.7 117.1]
 [ 95.6  76.9]
 [ 73.4  46.2]]","[[5802 4852]
 [3692 3052]
 [2242 2682]]","[[76.17086057 69.65629907]
 [60.76183012 55.24490927]
 [47.34976241 51.7880295 ]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
936,721,No,IMG_4072.JPG,0.5922619047619048,0.27053140096618356,0.8117647058823529,151,176,207,"[[ 24  63]
 [ 40 105]
 [ 56 126]]","[[ 24 105]
 [ 40 175]
 [ 56 210]]","[[142.  126.7]
 [106.   80.5]
 [ 70.   43.4]]","[[6980 5096]
 [5028 3528]
 [4900 3626]]","[[83.5463943  71.38627319]
 [70.9083916  59.39696962]
 [70.         60.21627687]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
967,738,No,IMG_4072.JPG,0.5847457627118643,0.29064039408866993,0.796078431372549,144,173,203,"[[54 42]
 [66 66]
 [72 66]]","[[72 48]
 [88 76]
 [98 76]]","[[128.8 133.6]
 [ 95.2  94. ]
 [ 64.6  66. ]]","[[8336 8108]
 [4448 4980]
 [2476 2960]]","[[91.30169768 90.04443348]
 [66.693328   70.56911506]
 [49.75942122 54.40588203]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
979,688,No,IMG_4072.JPG,0.587719298245614,0.27804878048780485,0.803921568627451,148,175,205,"[[91 18]
 [84 30]
 [84 42]]","[[133  18]
 [126  30]
 [126  42]]","[[112.7 145. ]
 [ 88.2 111. ]
 [ 60.2  77. ]]","[[ 8428 10846]
 [ 5390  6614]
 [ 2646  3822]]","[[ 91.80413934 104.1441309 ]
 [ 73.41661937  81.32650245]
 [ 51.4392846   61.82232606]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
979,652,No,IMG_4072.JPG,0.587431693989071,0.29326923076923084,0.8156862745098039,147,176,208,"[[32 45]
 [35 45]
 [35 45]]","[[32 57]
 [35 57]
 [35 57]]","[[138.  132.7]
 [108.5 104.7]
 [ 80.5  76.7]]","[[12056 12170]
 [ 7286  7254]
 [ 4090  3698]]","[[109.79981785 110.31772296]
 [ 85.35806933  85.1704174 ]
 [ 63.95310782  60.81118318]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
938,604,No,IMG_4072.JPG,0.5909090909090909,0.30985915492957755,0.8352941176470589,147,177,213,"[[ 41 102]
 [ 44 102]
 [ 32 102]]","[[ 53 162]
 [ 44 162]
 [ 32 162]]","[[134.7 109. ]
 [104.   81. ]
 [ 82.   53. ]]","[[7472 6728]
 [4892 3672]
 [3268 1976]]","[[86.44073114 82.02438662]
 [69.9428338  60.59702963]
 [57.16642371 44.45222154]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
921,588,No,IMG_4072.JPG,0.5909090909090908,0.3142857142857143,0.8235294117647058,144,174,210,"[[21 72]
 [35 72]
 [42 40]]","[[ 21 104]
 [ 35 104]
 [ 42  56]]","[[143.5 121.2]
 [108.5  93.2]
 [ 77.   79.6]]","[[10590  8996]
 [ 5886  5732]
 [ 3474  3812]]","[[102.90772566  94.84724561]
 [ 76.72027112  75.70997292]
 [ 58.94064811  61.74139616]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
883,550,No,IMG_4072.JPG,0.5857843137254902,0.32380952380952377,0.8235294117647058,142,175,210,"[[ 6 10]
 [ 6  6]
 [ 6  6]]","[[ 6 10]
 [ 6  6]
 [ 6  6]]","[[151. 149.]
 [123. 123.]
 [ 95.  95.]]","[[21940 20788]
 [14436 14436]
 [ 8500  8500]]","[[148.12157169 144.1804425 ]
 [120.14990637 120.14990637]
 [ 92.19544457  92.19544457]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
886,477,No,IMG_4072.JPG,0.5904761904761905,0.33333333333333326,0.8235294117647058,140,172,210,"[[ 32 116]
 [ 46 150]
 [ 46 166]]","[[ 34 164]
 [ 48 272]
 [ 48 368]]","[[138.2 100.8]
 [103.2  63.2]
 [ 75.2  35.2]]","[[4736 3522]
 [2704 3674]
 [1748 2274]]","[[68.81860214 59.3464405 ]
 [52.         60.61352984]
 [41.80908992 47.68647607]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
883,410,No,IMG_4072.JPG,0.5904761904761905,0.33653846153846156,0.8156862745098039,138,170,208,"[[49 52]
 [56 66]
 [50 60]]","[[57 62]
 [66 84]
 [56 70]]","[[130.3 129. ]
 [ 99.   94.8]
 [ 73.6  69. ]]","[[8276 9410]
 [4682 6446]
 [2990 3666]]","[[90.97252332 97.0051545 ]
 [68.42514158 80.28698525]
 [54.68089246 60.54750201]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
883,358,No,IMG_4072.JPG,0.5904761904761905,0.33816425120772947,0.8117647058823529,137,169,207,"[[0 0]
 [0 0]
 [0 0]]","[[0 0]
 [0 0]
 [0 0]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[23716 23716]
 [15876 15876]
 [ 9604  9604]]","[[154. 154.]
 [126. 126.]
 [ 98.  98.]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
883,339,No,IMG_4072.JPG,0.5904761904761905,0.33653846153846156,0.8156862745098039,138,170,208,"[[56 20]
 [48 24]
 [16 24]]","[[88 20]
 [48 24]
 [16 24]]","[[129.2 144. ]
 [102.  114. ]
 [ 90.   86. ]]","[[13316 13300]
 [ 6724  8332]
 [ 5796  5068]]","[[115.39497389 115.32562595]
 [ 82.          91.27978966]
 [ 76.13146524  71.18988692]]","[[1. 1.]
 [1. 1.]
 [1. 1.]]"
